14:0_perDWT,TMTD_perDWT,14:1_perDWT,i15:0_perDWT,ai15:0_perDWT,15:0_perDWT,15:1_perDWT,i16:0_perDWT,ai16:0?_perDWT,pristanic?_perDWT,16:0_perDWT,16:1w11?_perDWT,16:1w9?_perDWT,16:1w7_perDWT,16:1w5_perDWT,i17:0_perDWT,ai17:0_perDWT,16:2w4_perDWT,phytanic?_perDWT,17:0_perDWT,16:3w4?_perDWT,17:1_perDWT,16:4w3?_perDWT,16:4w1_perDWT,18:0_perDWT,18:1w11?_perDWT,18:1w9_perDWT,18:1w7_perDWT,18:1w6?_perDWT,18:1w5?_perDWT,18:2a_perDWT,18:2b_perDWT,18:2w6_perDWT,18:2w4_perDWT,18:3w6_perDWT,19:0_perDWT,18:3w4_perDWT,18:3w3_perDWT,18:4w3_perDWT,18:4w1?_perDWT,20:0_perDWT,18:5w3_perDWT,20:1w11?_perDWT,20:1w9_perDWT,20:1w7?_perDWT,20:2a?_perDWT,20:2b?_perDWT,20:2w6_perDWT,20:3w6_perDWT,21:0_perDWT,20:4w6_perDWT,20:3w3_perDWT,20:4w3_perDWT,20:5w3_perDWT,22:0_perDWT,22:1w11(13)_perDWT,22:1w9_perDWT,22:1w7_perDWT,22:2NMIDa?_perDWT,22:2NMIDb?_perDWT,21:5w3?_perDWT,23:0_perDWT,22:4w6?_perDWT,22:5w6_perDWT,22:4w3?_perDWT,22:5w3_perDWT,24:0_perDWT,22:6w3_perDWT,24:1(24:1n-9)_perDWT,Bacterial_perDWT,SFA_perDWT,MUFA_perDWT,PUFA_perDWT,PUFA/SFA_perDWT,Sum_N-3_PUFA_perDWT,DHA/EPA_perDWT,Diatom_freshness_perDWT,Zooplankton_perDWT,Nearshore_perDWT,Diatom_Indicator_perDWT,Diatom_to_Flagellate_perDWT,Carnivory_benthic_pelagic_perDWT,Storage_lipid_diatom_perDWT,Membrane_lipid_diatom_perDWT,vial_id,year,cruise,gis_station,total_benthic_cpue,area_swept,cpue,vessel,haul,sex,cw,ch_cc,crab_wgt,hepato_wwt,hepato_dwt,maturity,mid_latitude,mid_longitude,bottom_depth,gear_temperature,sample_region,lme,bsierp_region
2.78,0.08,0.05,0.41,0.32,0.78,0,0.58,0.45,0,12.7,0,0,11.12,0.36,1.5,1.63,2.36,0.7,0,0.48,0,0.92,0.7,4.03,0.97,9.81,9.17,1.17,0.37,0,0,1.26,0.78,0.3,0,0.83,0.08,0.76,0.69,0,0.69,4.42,2.32,6.77,0,0,1.77,0,0.09,3.9,0,0.6,26.25,0.35,0.95,1.08,2.04,0.58,0.91,0,0,0,0.92,0,4.38,0.12,8.63,0.8,5.69,26.53,51.4,57.78,2.18,42.3,0.33,0.16,17.58,1.34,0.88,0.83,1.07,14.63,3.04,2021-VA-50,2021,202101,Q-22,170.51616,0.01429758415034235,29010.0268435957,94,134,1,90.79,16.76,250,0.3106,0.0816,0,60.33417,-171.33298,67,2.3,4,EBS,9
1.72,0.04,0.03,0.22,0.24,0.49,0,0.39,0.35,0,9.1,0,0,6.88,0.22,1.17,1.25,1.2,0.62,0,0.4,0,0.63,0.35,3.23,0.72,6.5,6.81,0.92,0.27,0,0,0.82,0.47,0.24,0,0.51,0.14,0.45,0.47,0,1.58,2.55,1.29,3.97,0,0,0.92,0,0.05,2.94,0,0.35,18.42,0.13,0.65,0.64,0.8,0.21,0.49,0,0,0,0.61,0,3.21,0.08,5.64,0.52,4.11,19.1,32.78,40.06,2.1,30.43,0.31,0.14,9.91,0.96,0.76,0.55,0.95,15.18,3.26,2021-VA-51,2021,202101,Q-22,170.51616,0.01429758415034235,29010.0268435957,94,134,1,88.37,15.95,228,0.3161,0.0765,0,60.33417,-171.33298,67,2.3,4,EBS,9
6.73,0.17,0.21,0.6,0.37,1.94,0,0.77,0.31,0,33.77,0,0,34.03,0.72,2.28,1.43,3.9,1.45,0,2.01,0,1.08,3.35,9.03,1.08,23.35,25.93,1.57,0.52,0,0,2.92,2.44,0.55,0,1.1,0.22,3.46,1.03,0,1.29,9.67,2.15,23.29,0,0,1.74,0.32,0.08,4.31,0,1.12,53.84,0.84,0.95,1.91,3.09,0.16,3.79,0,0,0,1.25,0,4.61,0.11,15.3,0.94,7.7,59.89,129.39,109.8,1.83,80.93,0.28,0.13,41.05,3.15,1.01,0.79,0.9,9.84,3.52,2021-VA-52,2021,202101,P-21,807.025039,0.0147210003748203,4483.39095982162,94,132,1,82.81,14.45,NA,0.3047,0.0924,0,59.99164,-170.63108,65,3.3,4,EBS,9
2.09,0.06,0.05,0.47,0.35,0.77,0,0.61,0.36,0,14.73,0,0,12.19,0.39,1.73,1.85,1.84,0.98,0,0.36,0,0.93,0.37,5.45,0.89,12,14.13,1.28,0.41,0.07,0,1.52,1.09,0.37,0,0.75,0.08,0.88,0.17,0,1.44,5.09,2.97,11.35,0,0,1.85,0.2,0.07,4.1,0,0.58,25.68,0.2,0.96,1.23,2.39,0.6,1.75,0,0,0,1.05,0,5.08,0,9.47,0.63,6.14,29.73,65.96,60.23,2.03,44.14,0.37,0.11,23.99,1.6,0.83,0.55,0.85,13.86,2.71,2021-VA-53,2021,202101,Q-22,170.51616,0.01429758415034235,29010.0268435957,94,134,1,90.04,17.33,258,0.3293,0.0866,0,60.33417,-171.33298,67,2.3,4,EBS,9
2.54,0.1,0.05,0.51,0.42,0.9,0,0.66,0.58,0,14.17,0,0,12.59,0.37,1.72,1.87,2.64,0.81,0,0.66,0,0.85,0.64,4.4,0.8,10.57,11.19,1.31,0.36,0.06,0,1.37,0.86,0.36,0,0.87,0.27,0.83,0.22,0,1.25,4.24,2.54,8.11,0,0,1.57,0,0.1,3.97,0,0.57,24.13,0.3,1.24,1.1,1.95,0.64,1.19,0,0,0,0.93,0,4.6,0.12,7.7,0.79,6.67,29.2,57.22,56.19,1.92,40.2,0.32,0.15,19.18,1.64,0.89,0.79,0.94,15.23,3.13,2021-VA-54,2021,202101,Q-22,170.51616,0.01429758415034235,29010.0268435957,94,134,1,88.46,16.53,242,0.3961,0.0913,0,60.33417,-171.33298,67,2.3,4,EBS,9
7.87,0.15,0.27,0.53,0.31,2.2,0,0.68,0.37,0,38.21,0,0,40.05,0.75,2.21,1.46,4.33,1.7,0,1.88,0,1.32,2.94,9.82,1.29,28.78,32.52,1.84,0.43,0.13,0,3.62,2.5,0.75,0,1.13,0.3,3.56,0.46,0,1.54,9.47,5.17,23.76,0,0,2.34,0.29,0.1,4.5,0,1.08,51.11,0.84,1.42,2.06,3.11,0.95,3.89,0,0,0,1.17,0,4.95,0.15,14.71,0.9,7.76,66.6,151.83,109.43,1.64,78.57,0.29,0.12,44.98,3.92,1.05,0.75,0.89,11.26,3.47,2021-VA-55,2021,202101,P-21,807.025039,0.0147210003748203,4483.39095982162,94,132,1,85.5,15.44,NA,0.3342,0.1081,0,59.99164,-170.63108,65,3.3,4,EBS,9
6.53,0.28,0.25,1.46,1.09,1.81,0,1.49,1.42,0,32.64,0,0,29.92,1.11,4.07,3.3,4.68,1.56,0,1.8,0,1.16,2.63,8.75,1.76,20.28,21.81,1.89,1.8,0.12,0,2.9,2.22,0.49,0,1.66,0.19,2.56,1.45,0,1.23,7.89,3.1,11.15,0,0,1.41,0,0.09,3.18,0,0.9,49.51,0.35,0.59,1.35,1.13,0.44,2.03,0,0,0,1.79,0,6.76,0.12,15.26,0.22,14.64,64.97,104.24,104.36,1.61,77.57,0.31,0.14,25.2,3.09,0.92,0.8,0.93,11.69,3.25,2021-VA-56,2021,202101,M-21,2279.62811,0.01310937946425855,23265.784687334202,94,129,1,86.1,16.52,242,0.3192,0.1002,0,58.98934,-170.47748,72,2.8,3,EBS,6
6.92,0.12,0.23,0.38,0.23,1.6,0,0.51,0.24,0,31.83,0,0,38.1,0.62,1.6,1.04,3.06,1.26,0,1.8,0,0.92,2.92,8.17,0.75,26.25,27.44,1.35,0.32,0.12,0,3.2,2.24,0.65,0,0.98,0.24,3.91,1,0,1.14,6.82,4.03,18.88,0,0,1.53,0.28,0.08,3.97,0,1.28,50.27,0.34,0.83,1.5,2.6,0.21,3.27,0,0,0,0.99,0,4.35,0,12.95,0.61,5.6,54.33,130.34,101.29,1.86,75.05,0.26,0.11,34.66,3.44,1.2,0.65,0.96,9.75,3.88,2021-VA-57,2021,202101,P-21,807.025039,0.0147210003748203,4483.39095982162,94,132,1,81.6,14.66,198,0.3348,0.1169,0,59.99164,-170.63108,65,3.3,4,EBS,9
5.06,0.09,0.18,0.44,0.36,1.5,0,0.66,0.49,0,31.3,0,0,27.02,0.55,2.2,1.85,2.88,1.41,0,0.77,0,1.4,1.32,9.09,0.9,32.01,28.47,1.81,0.4,0,0,3.1,2.18,0.65,0,1.1,0.46,2.82,0.41,0,2.06,8.25,7.03,21.87,0,0,2.94,0.26,0.11,6.81,0.97,1.27,48.06,0.33,2,2.87,1.87,0.25,4.14,0,0,0,1.56,0,7.26,0.15,17.61,0.84,7.51,55.05,136.06,110.31,2,81.91,0.37,0.1,43.89,3.57,0.86,0.5,1.12,9.59,2.73,2021-VA-58,2021,202101,R-23,757.8138799999999,0.0139672195099437,1933.0977064388412,94,138,1,89.9,16.71,NA,0.308,0.0609,0,60.68044,-172.11475,61,1.9,4,EBS,9
8.11,0.12,0.23,0.37,0.25,1.65,0,0.53,0.21,0,28.52,0,0,30.92,0.62,1.66,1.08,3.01,1.29,0,1.56,0,1.07,2.75,7.88,0.83,17.63,19.25,1.44,0.32,0,0,3.49,1.42,0.67,0,0.82,0.18,3.41,0.25,0,1.22,6.01,3.52,16.1,0,0,1.84,0.23,0.08,4.38,0,0.93,48.31,0.25,0.83,1.29,1.74,0.61,2.16,0,0,0,1.1,0,3.77,0.09,14.03,0.68,5.76,52.1,101.39,97.19,1.87,72.92,0.29,0.12,29.49,3.66,1.08,0.73,0.92,9.07,3.44,2021-VA-59,2021,202101,P-21,807.025039,0.0147210003748203,4483.39095982162,94,132,1,85.27,14.66,NA,0.3338,0.107,0,59.99164,-170.63108,65,3.3,4,EBS,9
5.69,0.15,0.19,0.68,0.38,1.61,0,0.86,0.38,0,28.95,0,0,28.16,0.53,2.22,1.93,3.31,1.3,0,1.09,0,1,2.07,8.54,1.39,21.6,24.34,1.68,0.68,0,0,2.29,1.78,0.59,0,1.18,0.15,3.34,0.38,0,1.71,8.47,4.15,18.09,0,0,1.82,0,0.12,3.92,0,0.88,45.53,0.31,0.95,1.55,1.53,0.76,2.73,0,0,0,1.47,0,4.58,0.11,13.16,0.74,8.06,53.25,114.05,93.74,1.76,70.35,0.29,0.11,34.74,2.44,0.97,0.65,0.89,8.44,3.46,2021-VA-6,2021,202101,N-20,38333.052856,0.0145007528107365,2827.4394119485437,94,104,1,83.35,15.93,196,0.3024,0.0845,0,59.32582,-169.88594,61,3.1,3,EBS,6
7.79,0.34,0.27,1.23,1.46,1.88,0,1.37,0.75,0,37.42,0,0,31.44,0.95,3.65,3.01,4.24,1.47,0,1.55,0,1.54,2.75,9.99,1.7,27.02,24.96,2.07,1.55,0.14,0,2.66,2.21,0.61,0,1.49,0.26,2.75,1.47,0,1.65,7.64,4.16,13.44,0,0,1.8,0.25,0.16,3.74,0,0.97,50.99,0.67,0.96,1.65,2.16,0.66,1.82,0,0,0,1.53,0,5.6,0.17,15.05,1.46,13.35,71.36,121.45,105.7,1.48,78.8,0.3,0.13,30.01,2.91,0.84,0.76,1.08,11.45,3.39,2021-VA-60,2021,202101,M-21,2279.62811,0.01310937946425855,23265.784687334202,94,129,1,88.17,17.31,252,0.3325,0.101,0,58.98934,-170.47748,72,2.8,3,EBS,6
8.52,0.09,0.29,0.91,0.4,1.7,0,1.05,0.13,0,30.34,0,0,22.12,0.75,2.66,2.03,1.97,1.34,0,0.41,0,0.29,0.49,9.15,1.02,30.64,19.58,2.62,0.39,0,0,3.02,0.97,0.48,0,1.1,0.09,2.06,0.23,0,0.74,15.33,6.68,12.72,0,0,2.7,0.33,0.1,6.88,0,1.07,37.5,0.4,8.08,1.78,1.67,0.93,1.4,0,0,0,1.38,0.19,8.7,0.18,27.46,1.42,8.88,59,125.09,100.39,1.7,78.09,0.73,0.06,46.26,3.11,0.73,0.36,1.56,10.74,1.37,2021-VA-61,2021,202101,M-25,1612.993651,0.014457343432455,1106.7040134138283,94,165,1,95.84,17.7,NA,0.3344,0.1133,0,58.98877,-173.07986,107,2.7,5,EBS,8
16.87,0.19,0.45,1.05,0.51,2.52,0,0.95,0.88,0.01,46.76,0.2,0,42.11,0.84,2.78,2.47,4.16,2.39,0,1.53,0,1.44,2.93,11.64,0.86,45.47,31.5,2.18,1.06,0.03,0,3.84,2.64,0.87,0,1.57,0.55,3.07,1.03,0,1.03,22.18,8.53,27.4,0,0,2.86,0.52,0.13,8.51,1.04,1.69,76.62,0,12.9,3.58,2.55,0.42,4.98,0.07,0,0.04,2.49,0,9.24,0.16,24.72,1.51,11.18,89.32,203.31,157.9,1.77,119.47,0.32,0.1,77.13,4.39,0.9,0.69,1.44,13.74,3.1,2021-VA-62,2021,202101,S-28,3709.718554,0.0143244504999915,12007.441402384131,94,174,1,76.9,14.61,184,0.3428,0.1536,0,61.00998,-175.54969,102,1.5,5,EBS,8
9.59,0.11,0.31,0.52,0.26,1.5,0,0.47,0.31,0,32.99,0,0,30.33,0.52,1.48,1.1,2.57,1.49,0,1.21,0,0.56,2.43,7.7,0.82,29.63,21.62,1.44,0.45,0,0,2.44,1.74,0.44,0,0.78,0.09,2.51,0.27,0,1.11,14.03,4.96,17.63,0,0,1.6,0.37,0.07,4.9,0.64,0.89,50.98,0.17,8.07,2.04,2.13,0.24,3.23,0,0,0.15,1,0,5.38,0,13.56,0.84,5.64,57.76,134.83,99.08,1.72,75.72,0.27,0.1,48.86,2.52,0.92,0.72,1.37,12.08,3.76,2021-VA-63,2021,202101,S-28,3709.718554,0.0143244504999915,12007.441402384131,94,174,1,94.07,18.2,286,0.3226,0.1085,0,61.00998,-175.54969,102,1.5,5,EBS,8
1.5,0,0.04,0.31,0.14,0.44,0,0.33,0.09,0,5.88,0,0,3.01,0.23,0.72,0.71,0.83,0.55,0,0.35,0,0.9,0.13,3.5,0.79,3.43,3.66,0.57,0.15,0,0,0.49,0.29,0.16,0.12,0.12,0.05,0.21,0.07,0,2.34,3.06,1.19,1.91,0,0,1.07,0.04,0.04,3.27,0,0.14,17.64,0.24,1.1,0.42,1.33,0,0.22,0,0,0,0.42,0,1.96,0.12,6.26,0.44,2.74,14.71,21.35,36.95,2.51,29.5,0.35,0.2,9.02,0.54,0.51,0.59,0.94,14.53,2.82,2021-VA-64,2021,202101,N-26,3560.801138,0.0149145113304957,268.1951765875963,94,167,2,58.17,0,62,0.4553,0.0923,0,59.32609,-173.80514,111,2.6,5,EBS,8
6.73,0.04,0.07,0.17,0.13,0.67,0,0.32,0,0,16.94,0,0,7.15,0.28,1.26,0.9,1.82,0.89,0,0.25,0,0.62,0.46,4.92,0.4,10.87,7.79,1.24,0.34,0,0,0.94,0.68,0.26,0,0.41,0.15,0.7,0.14,0,1.11,17.12,4.32,5.85,0,0,1.43,0.16,0.09,5.19,0,0.34,26.36,0.28,16.62,1.7,3.38,0,0.91,0,0,0,0.65,0,3.27,0,11.71,1.42,3.45,33.35,78.55,57.57,1.73,44.27,0.44,0.11,49,1.1,0.42,0.71,1.4,10.14,2.25,2021-VA-65,2021,202101,R-27,914.172731,0.01460712459271725,17183.39556884059,94,172,1,80.97,15.04,216,0.3321,0.0699,0,60.6563,-174.82539,98,1.8,4,EBS,9
8.47,0.12,0.19,0.44,0.2,1.67,0,0.54,0.33,0,34.32,0,0,32.37,0.48,1.72,1.03,3.44,1.59,0,1.59,0,1.21,2.92,9.29,1,23.43,19.82,1.52,0.69,0,0,2.14,2.02,0.5,0,0.87,0.31,2.86,0.36,0,0.94,12.86,5.34,17.93,0,0,1.62,0.3,0.06,4.93,0.44,0.93,55.16,0.25,7.06,2.19,1.31,0.19,3.07,0,0,0,1.21,0.28,5.74,0.12,15.3,0.99,5.93,60.15,127.19,108.34,1.8,83.17,0.28,0.12,46.7,2.45,0.94,0.91,1.18,11.34,3.6,2021-VA-66,2021,202101,S-28,3709.718554,0.0143244504999915,12007.441402384131,94,174,1,91.41,16.21,262,0.3013,0.0923,0,61.00998,-175.54969,102,1.5,5,EBS,8
7.84,0.13,0.19,0.5,0.41,1.59,0,0.59,0.63,0,31.49,0,0,26.99,0.56,1.94,1.34,3.47,1.61,0,1.16,0,1.11,2.17,7.92,1.23,23.38,19.89,1.51,0.69,0,0,2.24,1.74,0.47,0,0.69,0.29,1.99,0.27,0,1.95,13.61,5.5,18.96,0,0,1.44,0.24,0.06,4.22,0,0.7,44.34,0.26,7.69,2.51,2.07,0.24,3.85,0,0,0,0.96,0,5.77,0.14,13.87,1.12,6.99,56.44,125.88,93.2,1.65,70.03,0.31,0.12,50.33,2.52,0.86,0.82,1.18,13.57,3.2,2021-VA-67,2021,202101,S-27,344.31785,0.0138148309880724,13101.86133701337,94,173,1,87.1,16.7,244,0.3173,0.0917,0,60.98117,-174.87678,92,1.7,4,EBS,9
14.22,0.29,0.64,1.9,0.83,3.48,0,2.03,0.43,0,68.97,0.56,0,65.37,1.12,5.47,4.62,0,4.31,2.89,4.66,0,2.15,2.33,18.19,3.05,62.6,53.6,0.77,4.12,1.39,0,6.23,1.16,0,0,0,1.3,4.89,2.35,1.51,0,22.2,10.41,35.31,0.43,0,0,0,0,13.37,0.49,0,93.79,0,5.17,1.88,5.53,3.53,5.91,2.76,0,0,0.72,0,15.26,0,30.91,1.65,21.66,129.15,273.99,193.63,1.5,151.55,0.33,0.06,80.5,7.53,0.95,0.53,1.17,13.37,3.03,2021-VA-68,2021,202101,I-23,9661.138381,0.0161050665196872,2607.874978265892,94,151,1,90.42,17.36,NA,0.4018,0.1666,0,57.6774,-171.52829,99,3.6,2,EBS,5
9.53,0.07,0.3,0.47,0.3,1.84,0,0.59,0.41,0,40.91,0,0,35.75,0.57,2,1.15,3.5,1.64,0,1.37,0,1.38,2.38,9.41,1.73,34.97,24.92,1.67,0.77,0,0,2.39,1.97,0.51,0,0.9,0.33,2.39,0.12,0,1.59,15.51,6.27,21.76,0,0,1.58,0.26,0.08,4.22,0.62,0.84,49.68,0.26,6.7,2.71,6.39,0,3.86,0,0,0,1.27,0,5.52,0.14,15.14,1.27,6.76,68.79,161.29,101.81,1.48,77.49,0.3,0.1,59.34,2.71,0.87,0.84,1.4,14.94,3.28,2021-VA-69,2021,202101,S-27,344.31785,0.0138148309880724,13101.86133701337,94,173,1,88.44,16.01,228,0.3081,0.1059,0,60.98117,-174.87678,92,1.7,4,EBS,9
5.95,0.07,0.83,1.46,0.76,1.45,0,1.42,0.2,0,24.15,0,0,21.48,0.62,3.04,2.85,2.46,1.25,0,0.51,0,1.14,0.93,7.5,1.34,22.66,23.36,2.15,0.79,0,0,2.42,1.64,0.5,0,1.53,0.33,1.61,0.28,0,2.18,8.63,3.9,13.59,0,0,2.41,0,0.12,5.32,0,0.72,34.91,0.77,1.06,1.79,2.93,0.74,1.86,0,0,0,1.32,0,5.11,0.13,11.89,0.8,11.17,51.1,105.94,79.78,1.56,57.89,0.34,0.1,31.91,2.75,0.89,0.48,0.97,13.35,2.94,2021-VA-7,2021,202101,M-20,9284.736035,0.0137065999703787,15612.91643897647,94,105,1,91.8,17.38,280,0.3198,0.0854,0,58.99643,-169.83571,63,3.5,3,EBS,6
12.32,0.22,0.57,1.22,0.51,2.44,0,1.24,0.26,0,55.36,0.4,0,58.42,0.9,3.87,2.99,0,4.3,2.29,3.86,0,1.64,2.76,14.76,2.2,51.49,49.82,0.65,3.2,1.04,0,4.89,1.24,0,0,0,0,6.6,1.32,1.37,0,17.02,9.08,28.5,0,0,0,0,0.15,10.13,0.57,0,76.8,0,4.1,1.24,4.02,3.13,4.64,2.01,0,0,0.47,0.12,11.5,0,27.38,1.71,14.82,103.29,233.31,160.1,1.55,126.62,0.36,0.07,63.96,4.89,1.06,0.55,1.03,8.86,2.8,2021-VA-70,2021,202101,I-23,9661.138381,0.0161050665196872,2607.874978265892,94,151,1,82.59,15.09,218,0.3182,0.1455,0,57.6774,-171.52829,99,3.6,2,EBS,5
10.15,0.16,0.71,1.55,0.63,2.09,0,1.41,0.13,0,34.63,0,0,33.45,0.7,3.3,2.72,2.16,1.54,0,2.83,0,1.5,0.38,11.13,2.5,39.18,25.31,2.77,0.82,0,0,3,0.6,0.59,0,1.71,0.37,1.34,0.27,0,0.81,18.09,6.23,12.64,0,0,2.62,0.42,0.13,9.88,0,0.97,46.88,0,5.49,1.96,1.63,0.71,1.78,0.06,0,0,1.96,0,8.76,0.1,21.56,1.31,11.83,69.68,152.8,111.18,1.6,82.26,0.46,0.09,46.05,3.37,0.97,0.79,1.55,24.96,2.17,2021-VA-71,2021,202101,I-23,9661.138381,0.0161050665196872,2607.874978265892,94,151,1,92.65,17.76,NA,0.4269,0.1574,0,57.6774,-171.52829,99,3.6,2,EBS,5
5.9,0.04,0.11,0.23,0.15,1.35,0,0.35,0.44,0,21.33,0,0,17.43,0.33,1.2,0.73,2.65,1.35,0,0.97,0,1.13,1.72,6.42,1.1,10.93,11.63,1,0.44,0,0,1.34,1.22,0.33,0,0.41,0.15,1.96,0.25,0,2.55,10.36,2.53,10.9,0,0,0.86,0.15,0.07,2.92,0,0.41,33.95,0.23,5.57,1.41,0,0,2.14,0,0,0,0.62,0,3.19,0,8.71,0.93,4.47,39.82,74.66,67.66,1.7,52.07,0.26,0.14,30.77,1.49,0.82,0.79,0.94,8.91,3.9,2021-VA-72,2021,202101,S-27,344.31785,0.0138148309880724,13101.86133701337,94,173,1,88.1,15.11,248,0.3653,0.0813,0,60.98117,-174.87678,92,1.7,4,EBS,9
15.56,0.13,1.15,2.1,7.04,2.97,0,4.23,0.31,0,74.5,0.57,0,61.78,1.35,5.26,6.32,0,5.43,2.56,4.9,0,2.53,2.38,19.13,3.59,102.72,71.57,0.24,5.15,1.52,0,7.47,1.09,0,0,0,1.3,4.49,2.62,1.98,0,25.72,16.46,33.8,0.69,0,5.12,0,0,14.65,0.57,0,111.19,0,5.78,5.82,4.51,1.96,4.65,3.32,0,0,0,0.55,16.95,0,40.59,3.35,30.8,147.53,343.55,228.56,1.55,181.5,0.37,0.07,92.09,8.77,0.83,0.53,1.44,13.76,2.74,2021-VA-73,2021,202101,J-23,13137.891085,0.0148162613501859,6276.8871176015755,94,150,1,88.57,16.62,264,0.3374,0.1483,0,58.00583,-171.59305,98,3.3,2,EBS,5
19.4,0.27,0.86,1.31,0.67,2.91,0,1.21,1.09,0,57.71,0.32,0,53.18,0.96,3.53,2.93,4.92,2.39,0,1.47,0,0,2.58,13.6,1.19,58.25,38.61,2.72,1.4,0.05,0,4.15,0,0.48,0,2.05,0.59,2.89,1.53,0.23,1.18,24.95,8.35,26.94,0,0,3.04,0.57,0.13,10.34,1.34,2.19,86.28,0.34,11.75,4.23,5.78,1.36,3.59,0.13,0,0,2.29,0.03,10.82,0.2,28.02,1.5,13.66,107.93,240.98,171.91,1.59,133.49,0.32,0.07,81.99,4.75,0.92,0.69,1.51,18.38,3.08,2021-VA-74,2021,202101,Q-28,6520.532297,0.01431919816639125,9846.920083202891,94,176,1,86.91,16.81,NA,0.39,0.1915,0,60.33854,-175.38804,111,2,5,EBS,8
19.27,0.06,0.38,0.53,0.32,1.99,0,0.48,0,0,38.48,0,0,33.47,0.62,1.89,1.16,4.07,2.03,0,1.51,0,1.3,2.94,8.67,1.22,30.62,25.93,1.88,0.8,0,0,2.86,2.42,0.65,0,1.03,0.39,2.6,0.29,0,1.8,25.08,7.58,22.85,0,0,2,0.35,0.09,5.71,0.63,0.98,62.45,0.28,18.94,2.81,4.65,1.14,4.13,0,0,0,1.23,0,7.09,0.12,19.07,1.54,6.36,75.35,178.36,126.65,1.68,96.32,0.31,0.12,81.92,3.25,0.87,0.81,1.18,12.87,3.28,2021-VA-75,2021,202101,S-28,3709.718554,0.0143244504999915,12007.441402384131,94,174,1,88.57,17.21,NA,0.3302,0.1075,0,61.00998,-175.54969,102,1.5,5,EBS,8
8.45,0.11,0.86,1.63,1.25,2.23,0,1.87,1.9,0.02,57.17,0.42,0,45.66,0.81,3.84,3.38,2.59,1.79,0,3.14,0,0,0.26,14.57,1.7,64.93,35.49,3.17,0.96,0.29,0,4.05,0.7,0.72,0,2.22,0.5,1.19,0.38,0,0.86,15.16,7.25,17.25,0,0,3.21,0.43,0.15,8.8,0,0.94,51.8,0,2.62,0,0,1.09,2.25,0.08,0,0,1.79,0,9.32,0.11,29.12,1.17,16.1,98.48,197.44,125.73,1.28,93.81,0.56,0.05,42.27,4.55,0.8,0.55,1.83,38.43,1.78,2021-VA-76,2021,202101,I-23,9661.138381,0.0161050665196872,2607.874978265892,94,151,1,84.43,14.19,NA,0.3592,0.1469,0,57.6774,-171.52829,99,3.6,2,EBS,5
4.93,0.06,0.09,0.83,0.47,1.7,0,0.85,0.16,0,27.7,0,0,15.5,0.55,2.21,2.26,2.15,2.31,0,2.52,0,1.69,0.39,7.52,1.56,22.22,18.75,1.77,0.85,0,0,2.26,1.52,0.56,0,0.93,0.47,0.79,0.16,0,0.95,11.65,3.7,14.49,0,0,2.27,0.23,0.07,7.94,0,0.47,42.97,0.2,3.35,1.52,0,0,3.85,0,0,0,1.8,0.08,7.11,0.1,20.98,0.48,8.48,51.37,96.48,102.08,1.99,75.52,0.49,0.13,34.71,2.73,0.56,0.88,1.18,19.69,2.05,2021-VA-77,2021,202101,R-28,3305.280553,0.01512279267043545,4033.646518162809,94,175,1,88.19,17.38,272,0.3324,0.0777,0,60.68122,-175.45864,107,1.7,5,EBS,8
18.01,0.14,0.94,1.51,0.74,3.53,0,1.45,0.47,0,70.93,0.5,0,87.03,1.32,4.25,3.64,0,6.15,3.27,5.99,0,2,4.76,16.21,3.04,55.84,67.75,0.75,3.33,0.69,0,6.23,1.52,0,0,0,0,10.44,1.56,1.45,0,21.64,9.43,33.36,0,0,2.85,0,0.14,13.09,0.57,0,106.55,0,6.77,2.25,4.41,4.13,6.14,2.59,0,0,1.43,0.5,12.68,0,31.13,1.74,18.86,131.88,300.09,214.83,1.63,166.45,0.29,0.07,77.85,6.23,1.23,0.62,0.82,8.33,3.42,2021-VA-78,2021,202101,J-23,13137.891085,0.0148162613501859,6276.8871176015755,94,150,1,82.17,15.3,NA,0.3338,0.1519,0,58.00583,-171.59305,98,3.3,2,EBS,5
8.85,0.13,0.23,0.37,0.3,1.37,0,0.46,0,0,26.6,0,0,23.87,0.43,1.42,1.03,2.98,1.32,0,1.28,0,1.02,2.43,6.29,1.35,15.82,14.62,1.09,0.41,0,0,1.53,1.44,0.38,0,0.62,0.28,2.22,0.25,0,2.35,13.09,3.25,12.75,0,0,0.94,0.18,0.05,3.14,0.27,0.55,42.58,0.19,7.57,1.78,0,0,2.83,0,0,0,0.68,0.19,3.54,0,10.57,0.97,4.95,48.37,97.22,82.26,1.7,63.58,0.25,0.13,38.44,1.81,0.9,0.85,1.08,10.78,4.03,2021-VA-79,2021,202101,S-27,344.31785,0.0138148309880724,13101.86133701337,94,173,1,85.24,16.81,256,0.3229,0.0848,0,60.98117,-174.87678,92,1.7,4,EBS,9
